Authors,Journal,Title,Year,PMCID,PMID,URL,Impact Factor
"Rojas, M. G., Pereira-Simon, S., Zigmond, Z. M., Varona Santos, J., Perla, M., Santos Falcon, N., Stoyell-Conti, F. F., Salama, A., Yang, X., Long, X., Duque, J. C., Salman, L. H., Tabbara, M., Martinez, L. and Vazquez-Padron, R. I.",Cells,Single-Cell Analyses Offer Insights into the Different Remodeling Programs of Arteries and Veins,2024,PMC11119253,38786017,https://www.ncbi.nlm.nih.gov/pubmed/38786017,
"Rosendal, E., Lindqvist, R., Chotiwan, N., Henriksson, J. and Overby, A. K.",Viruses,"Transcriptional Response to Tick-Borne Flavivirus Infection in Neurons, Astrocytes and Microglia In Vivo and In Vitro",2024,PMC11359927,39205301,https://www.ncbi.nlm.nih.gov/pubmed/39205301,
"Rosenthal, Z. C., Fass, D. M., Payne, N. C., She, A., Patnaik, D., Hennig, K. M., Tesla, R., Werthmann, G. C., Guhl, C., Reis, S. A., Wang, X., Chen, Y., Placzek, M., Williams, N. S., Hooker, J., Herz, J., Mazitschek, R. and Haggarty, S. J.",Sci Rep,Epigenetic modulation through BET bromodomain inhibitors as a novel therapeutic strategy for progranulin-deficient frontotemporal dementia,2024,PMC11032351,38643236,https://www.ncbi.nlm.nih.gov/pubmed/38643236,
"Ruan, L. J., Jiao, J. Y., Cheng, C., Zhang, Y., Cao, Z. Q., He, B. and Chen, Z.",Cancer Chemother Pharmacol,Berberine chloride suppresses pancreatic adenocarcinoma proliferation and growth by targeting inflammation-related genes: an in silico analysis with in vitro and vivo validation,2024,PMC11390897,38502348,https://www.ncbi.nlm.nih.gov/pubmed/38502348,
"Ruixin, S., Yifan, L., Yansha, S., Min, Z., Yiwei, D., Xiaoli, H., Bizhi, S., Hua, J. and Zonghai, L.",Br J Pharmacol,Dual targeting chimeric antigen receptor cells enhance antitumour activity by overcoming T cell exhaustion in pancreatic cancer,2024,,39129178,https://www.ncbi.nlm.nih.gov/pubmed/39129178,
"Rukhsana, Supty, A. T., Hussain, M. and Lee, Y.",Breast Cancer Res Treat,STK3 higher expression association with clinical characteristics in intrinsic subtypes of breast cancer invasive ductal carcinoma patients,2024,,38592540,https://www.ncbi.nlm.nih.gov/pubmed/38592540,
"Ruysseveldt, E., Steelant, B., Wils, T., Cremer, J., Bullens, D. M. A., Hellings, P. W. and Martens, K.",J Allergy Clin Immunol,The nasal basal cell population shifts toward a diseased phenotype with impaired barrier formation capacity in allergic rhinitis,2024,,38705259,https://www.ncbi.nlm.nih.gov/pubmed/38705259,
"Sahoo, K. and Sundararajan, V.",Comput Struct Biotechnol J,Methods in DNA methylation array dataset analysis: A review,2024,PMC11153885,38845821,https://www.ncbi.nlm.nih.gov/pubmed/38845821,
"Saidak, Z., Laville, A., Soudet, S., Sevestre, M. A., Constans, J. M. and Galmiche, A.",Cancers (Basel),An MRI Radiomics Approach to Predict the Hypercoagulable Status of Gliomas,2024,PMC11010849,38610968,https://www.ncbi.nlm.nih.gov/pubmed/38610968,
"Sala-Hamrick, K. E., Tapaswi, A., Polemi, K. M., Nguyen, V. K. and Colacino, J. A.",Environ Health Perspect,High-Throughput Transcriptomics of Nontumorigenic Breast Cells Exposed to Environmentally Relevant Chemicals,2024,PMC10990114,38568856,https://www.ncbi.nlm.nih.gov/pubmed/38568856,
"Sarkar, S., Hill, D. D., Rosenberg, A. F., Eaton, E. F., Kutsch, O. and Kobie, J. J.",Cells,Injection Drug Use Alters Plasma Regulation of the B Cell Response,2024,PMC11202061,38920641,https://www.ncbi.nlm.nih.gov/pubmed/38920641,
"Sartori, G., Tarantelli, C., Spriano, F., Gaudio, E., Cascione, L., Mascia, M., Barreca, M., Arribas, A. J., Licenziato, L., Golino, G., Ferragamo, A., Pileri, S., Damia, G., Zucca, E., Stathis, A., Politz, O., Wengner, A. M. and Bertoni, F.",Br J Haematol,The ATR inhibitor elimusertib exhibits anti-lymphoma activity and synergizes with the PI3K inhibitor copanlisib,2024,,38011941,https://www.ncbi.nlm.nih.gov/pubmed/38011941,
"Sato, T., Oshi, M., Huang, J. L., Chida, K., Roy, A. M., Endo, I. and Takabe, K.",Breast Cancer Res Treat,"CD133 expression is associated with less DNA repair, better response to chemotherapy and survival in ER-positive/HER2-negative breast cancer",2024,,39017815,https://www.ncbi.nlm.nih.gov/pubmed/39017815,
"Schmidt, C., Cohen, S., Gudenas, B. L., Husain, S., Carlson, A., Westelman, S., Wang, L., Phillips, J. J., Northcott, P. A., Weiss, W. A. and Schwer, B.",Sci Rep,PRDM6 promotes medulloblastoma by repressing chromatin accessibility and altering gene expression,2024,PMC11239875,38992221,https://www.ncbi.nlm.nih.gov/pubmed/38992221,
"Schorghofer, D., Vock, L., Mirea, M. A., Eckel, O., Gschwendtner, A., Neesen, J., Richtig, E., Hengstschlager, M. and Mikula, M.",Br J Cancer,Late stage melanoma is hallmarked by low NLGN4X expression leading to HIF1A accumulation,2024,PMC11300789,38902533,https://www.ncbi.nlm.nih.gov/pubmed/38902533,
"Senbabaoglu, Y., Prabhakar, V., Khormali, A., Eastham, J., Liu, E., Warner, E., Nabet, B., Srivastava, M., Ballinger, M. and Liu, K.",Sci Rep,MOSBY enables multi-omic inference and spatial biomarker discovery from whole slide images,2024,PMC11303705,39107505,https://www.ncbi.nlm.nih.gov/pubmed/39107505,
"Sheikhshabani, S. H., Modarres, P., Ghafouri-Fard, S., Amini-Farsani, Z., Khodaee, L., Shaygan, N., Amini-Farsani, Z. and Omrani, M. D.",Cancer Rep (Hoboken),Meta-analysis of microarray data to determine gene indicators involved in cisplatin resistance in non-small cell lung cancer,2024,PMC10864718,38351531,https://www.ncbi.nlm.nih.gov/pubmed/38351531,
"Sheng, Y., Lei, K., Sun, C., Liu, J., Tu, Z., Zhu, X. and Huang, K.",Aging (Albany NY),Aberrant RBMX expression is relevant for cancer prognosis and immunotherapy response,2024,PMC10817375,38214653,https://www.ncbi.nlm.nih.gov/pubmed/38214653,
"Shi, A., Lin, C., Wang, J., Chen, Y., Zhong, J. and Lyu, J.",Mol Ther Nucleic Acids,EPRIM: An approach of identifying cancer immune-related epigenetic regulators,2024,PMC10784696,38222302,https://www.ncbi.nlm.nih.gov/pubmed/38222302,
"Shi, N., Chen, S., Wang, D., Wu, T., Zhang, N., Chen, M. and Ding, X.",Sci Rep,MDK promotes M2 macrophage polarization to remodel the tumour microenvironment in clear cell renal cell carcinoma,2024,PMC11303797,39107475,https://www.ncbi.nlm.nih.gov/pubmed/39107475,
"Shi, Q., Zeng, Y., Xue, C., Chu, Q., Yuan, X. and Li, L.",Sci Rep,Development of a promising PPAR signaling pathway-related prognostic prediction model for hepatocellular carcinoma,2024,PMC10902383,38418897,https://www.ncbi.nlm.nih.gov/pubmed/38418897,
"Shi, X. Y., Zhu, Y. Q., Liang, C. J., Chen, T., Shi, Z. and Wang, W.",Biomol Biomed,Single-cell transcriptomic analysis of radiation-induced lung injury in rat,2024,PMC11379000,38552230,https://www.ncbi.nlm.nih.gov/pubmed/38552230,
"Shimizu, T., Oba, T., Oshi, M. and Ito, K. I.",Breast Cancer Res Treat,Eribulin promotes proliferation of CD8(+) T cells and potentiates T cell-mediated anti-tumor activity against triple-negative breast cancer cells,2024,,37733186,https://www.ncbi.nlm.nih.gov/pubmed/37733186,
"Shiota, M., Tanegashima, T., Tatarano, S., Kamoto, T., Matsuyama, H., Sakai, H., Igawa, T., Kamba, T., Fujimoto, N., Yokomizo, A., Naito, S. and Eto, M.",Prostate Cancer Prostatic Dis,The effect of human leukocyte antigen genotype on survival in advanced prostate cancer treated with primary androgen deprivation therapy: the KYUCOG-1401-A study,2024,,38368501,https://www.ncbi.nlm.nih.gov/pubmed/38368501,
"Siavoshi, F., Ladakis, D. C., Muller, A., Nourbakhsh, B. and Bhargava, P.",Ann Clin Transl Neurol,Ocrelizumab alters the circulating metabolome in people with relapsing-remitting multiple sclerosis,2024,,39185939,https://www.ncbi.nlm.nih.gov/pubmed/39185939,
"Singh, A. K., Kumar, P., Mishra, S. K., Tiwari, K., Singh, A. K., Pandey, A. K., Shati, A. A., Alfaifi, M. Y., Elbehairi, S. I. and Sayyed, R. Z.",Journal of King Saud University Science,A network pharmacology approach with experimental validation to discover protective mechanism of poly herbal extract on diabetes mellitus,2024,,WOS:001194135700001,<Go to ISI>://WOS:001194135700001,
"Singharajkomron, N., Seephan, S., Iksen, I., Chantaravisoot, N., Wongkongkathep, P., Hayakawa, Y. and Pongrakhananon, V.",Biochim Biophys Acta Gen Subj,CAMSAP3-mediated regulation of HMGB1 acetylation and subcellular localization in lung cancer cells: Implications for cell death modulation,2024,,38598971,https://www.ncbi.nlm.nih.gov/pubmed/38598971,
"Sohail, A., Hacker, J., Ryan, T., McGill, A., Bergmark, R., Bhattacharyya, N., Lee, S. E., Maxfield, A., Roditi, R., Jule, A. M., Griffith, A., Lederer, J., Laidlaw, T. M. and Buchheit, K. M.",J Allergy Clin Immunol,Nasal polyp antibody-secreting cells display proliferation signature in aspirin-exacerbated respiratory disease,2024,PMC10922123,37898408,https://www.ncbi.nlm.nih.gov/pubmed/37898408,
"Sojka, D. R., Gogler, A., Kania, D., Vydra, N., Wiecha, K., Adamiec-Organisciok, M., Wilk, A., Chumak, V., Matysniak, D. and Scieglinska, D.",Biochim Biophys Acta Mol Cell Res,"The human testis-enriched HSPA2 interacts with HIF-1alpha in epidermal keratinocytes, yet HIF-1alpha stability and HIF-1-dependent gene expression rely on the HSPA (HSP70) activity",2024,,38641179,https://www.ncbi.nlm.nih.gov/pubmed/38641179,
"Solaimuthu, B., Khatib, A., Tanna, M., Karmi, A., Hayashi, A., Abu Rmaileh, A., Lichtenstein, M., Takoe, S., Jolly, M. K. and Shaul, Y. D.",Proc Natl Acad Sci U S A,The exostosin glycosyltransferase 1/STAT3 axis is a driver of breast cancer aggressiveness,2024,PMC10801894,38215181,https://www.ncbi.nlm.nih.gov/pubmed/38215181,
"Sommariva, M., Dolci, M., Triulzi, T., Ambrogi, F., Dugo, M., De Cecco, L., Le Noci, V., Bernardo, G., Anselmi, M., Montanari, E., Pupa, S. M., Signorini, L., Gagliano, N., Sfondrini, L., Delbue, S. and Tagliabue, E.",Sci Rep,Impact of in vitro SARS-CoV-2 infection on breast cancer cells,2024,PMC11161491,38849411,https://www.ncbi.nlm.nih.gov/pubmed/38849411,
"Song, L. L., Liu, Z. H., He, X. J., Xu, T. Y., Chen, M. X., Xu, Z. H., Zhao, H. N., Suo, J. J., Wang, H., Yang, Z. K., You, S. L., Chen, X. T., Yang, G., Jing, J., Peng, Y. L. and Shi, H. B.",Chemical Engineering Journal,Boosting TNBC immune checkpoint blockade with an imaging-therapy coupled ozone delivery nano system,2024,,WOS:001262401600001,<Go to ISI>://WOS:001262401600001,
"Song, S., Li, B., Jin, X., Li, H., Wang, H., Wang, F., He, Y. and Zhang, C.",Dig Dis Sci,NAT10 Overexpression Promotes Tumorigenesis and Epithelial-Mesenchymal Transition Through AKT Pathway in Gastric Cancer,2024,,38990269,https://www.ncbi.nlm.nih.gov/pubmed/38990269,
"Sprinzen, L., Garcia, F., Mela, A., Lei, L., Upadhyayula, P., Mahajan, A., Humala, N., Manier, L., Caprioli, R., Quinones-Hinojosa, A., Casaccia, P. and Canoll, P.",Cells,EZH2 Inhibition Sensitizes IDH1R132H-Mutant Gliomas to Histone Deacetylase Inhibitor,2024,PMC10854521,38334611,https://www.ncbi.nlm.nih.gov/pubmed/38334611,
"Srivastava, J., Kundal, K., Rai, B., Saxena, P., Katiyar, S., Tripathy, N., Yadav, S., Gupta, R., Kumar, R., Nityanand, S. and Chaturvedi, C. P.",Sci Rep,Global microRNA profiling of bone marrow-MSC derived extracellular vesicles identifies miRNAs associated with hematopoietic dysfunction in aplastic anemia,2024,PMC11343855,39179703,https://www.ncbi.nlm.nih.gov/pubmed/39179703,
"Su, D. Q., Li, H. H., Wang, T., Zou, M., Wei, H. D., Xiong, Y. Q., Sun, H. M., Wang, S. Y., Xi, Q. L. M. G., Zuo, Y. C. and Yang, L.",Current Bioinformatics,Integrated Somatic Mutation Network Diffusion Model for Stratification of Breast Cancer into Different Metabolic Mutation Subtypes,2024,,WOS:001207664300001,<Go to ISI>://WOS:001207664300001,
"Su, M. C., Lee, A. M., Zhang, W., Maeser, D., Gruener, R. F., Deng, Y. and Huang, R. S.",Pharmaceuticals (Basel),Computational Modeling to Identify Drugs Targeting Metastatic Castration-Resistant Prostate Cancer Characterized by Heightened Glycolysis,2024,PMC11124089,38794139,https://www.ncbi.nlm.nih.gov/pubmed/38794139,
"Suhail, Y., Liu, Y., Du, W., Afzal, J., Qiu, X., Atiq, A., Vera-Licona, P., Agmon, E. and Kshitiz",Mol Carcinog,Oscillatory hypoxia induced gene expression predicts low survival in human breast cancer patients,2024,,39150154,https://www.ncbi.nlm.nih.gov/pubmed/39150154,
"Sultanov, R., Mulyukina, A., Zubkova, O., Fedoseeva, A., Bogomazova, A., Klimina, K., Larin, A., Zatsepin, T., Prikazchikova, T., Lukina, M., Bogomiakova, M., Sharova, E., Generozov, E., Lagarkova, M. and Arapidi, G.",Epigenetics Chromatin,TP63-TRIM29 axis regulates enhancer methylation and chromosomal instability in prostate cancer,2024,PMC10938740,38481282,https://www.ncbi.nlm.nih.gov/pubmed/38481282,
"Sun, B. Y., Zhang, D., Gan, W., Wu, J. F., Wang, Z. T., Sun, G. Q., Zhou, J., Fan, J., Yi, Y., Hu, B., Zhang, B. H. and Qiu, S. J.",J Cancer Res Clin Oncol,Targeting CD73 limits tumor progression and enhances anti-tumor activity of anti-PD-1 therapy in intrahepatic cholangiocarcinoma,2024,PMC11246275,39002018,https://www.ncbi.nlm.nih.gov/pubmed/39002018,
"Sun, H., Han, X., Du, Z., Chen, G., Guo, T., Xie, F., Gu, W. and Shi, Z.",Br J Cancer,Machine learning for the identification of neoantigen-reactive CD8 + T cells in gastrointestinal cancer using single-cell sequencing,2024,PMC11263575,38849478,https://www.ncbi.nlm.nih.gov/pubmed/38849478,
"Sun, J., Sepulveda, J. L., Komissarova, E. V., Hills, C., Seckar, T. D., LeFevre, N. M., Simonyan, H., Young, C., Su, G., Del Portillo, A., Wang, T. C. and Sepulveda, A. R.",Cell Mol Gastroenterol Hepatol,CDKN2A-p16 Deletion and Activated KRAS(G12D) Drive Barrett's-Like Gland Hyperplasia-Metaplasia and Synergize in the Development of Dysplasia Precancer Lesions,2024,PMC10966774,38296052,https://www.ncbi.nlm.nih.gov/pubmed/38296052,
"Sun, J., Shi, R., Wu, Y., Lou, Y., Nie, L. J., Zhang, C., Cao, Y. T., Yan, Q. H., Ye, L. F., Zhang, S., Wang, X. B., Wu, Q. B., Jiao, X. H., Yu, J. Y., Fang, Z. Y. and Zhou, X. Q.",Journal of Big Data,Integration of transcriptomic analysis and multiple machine learning approaches identifies NAFLD progression-specific hub genes to reveal distinct genomic patterns and actionable targets,2024,,WOS:001183815700001,<Go to ISI>://WOS:001183815700001,
"Sun, Q., Zheng, S., Tang, W., Wang, X., Wang, Q., Zhang, R., Zhang, N. and Ping, W.",Sci Rep,Prediction of lung adenocarcinoma prognosis and diagnosis with a novel model anchored in circadian clock-related genes,2024,PMC11303802,39107445,https://www.ncbi.nlm.nih.gov/pubmed/39107445,
"Sun, S., Huang, C., Fan, W., Wang, Z., Li, K., Liu, X., Wang, Z., Zhao, T., Zhang, G. and Li, X.",Adv Biol (Weinh),"FAM136A as a Diagnostic Biomarker in Esophageal Cancer: Insights into Immune Infiltration, m6A Modification, Alternative Splicing, Cuproptosis, and the ceRNA Network",2024,,39185769,https://www.ncbi.nlm.nih.gov/pubmed/39185769,
"Sun, S., Mao, Y., Le, S., Zheng, M., Li, M., Chen, Y., Chen, J., Fan, Y. and Lv, B.",Sci Rep,Biological characteristics of molecular subtypes of ulcerative colitis characterized by ferroptosis and neutrophil infiltration,2024,PMC11045816,38664443,https://www.ncbi.nlm.nih.gov/pubmed/38664443,
"Sun, X., He, W., Lin, B., Huang, W. and Ye, D.",Aging (Albany NY),Defining three ferroptosis-based molecular subtypes and developing a prognostic risk model for high-grade serous ovarian cancer,2024,PMC11164503,38795391,https://www.ncbi.nlm.nih.gov/pubmed/38795391,
"Sun, Y., Liu, Q., Zhong, S., Wei, R. and Luo, J. L.",Cancers (Basel),Triple-Negative Breast Cancer Intrinsic FTSJ1 Favors Tumor Progression and Attenuates CD8+ T Cell Infiltration,2024,PMC10854779,38339348,https://www.ncbi.nlm.nih.gov/pubmed/38339348,
"Sun, Y., Zhang, X. and Zhu, H.",Medicine (Baltimore),Identify novel inflammation-related prognostic signature in pancreatic cancer patients,2024,PMC10869063,38363947,https://www.ncbi.nlm.nih.gov/pubmed/38363947,
"Tam, Y. B., Low, K., Ps, H., Chadha, M., Burns, J., Wilding, C. P., Arthur, A., Chen, T. W., Thway, K., Sadanandam, A., Jones, R. L. and Huang, P. H.",Commun Med (Lond),Proteomic features of soft tissue tumours in adolescents and young adults,2024,PMC11102500,38762630,https://www.ncbi.nlm.nih.gov/pubmed/38762630,
"Tan, L., Wu, X., Tang, Z., Chen, H., Cao, W., Wen, C., Zou, G. and Zou, H.",Aging (Albany NY),The tsRNAs (tRFdb-3013a/b) serve as novel biomarkers for colon adenocarcinomas,2024,PMC10968714,38451187,https://www.ncbi.nlm.nih.gov/pubmed/38451187,
"Tan, X., Li, G., Deng, H., Xiao, G., Wang, Y., Zhang, C. and Chen, Y.",Cancer Med,Obesity enhances the response to neoadjuvant anti-PD1 therapy in oral tongue squamous cell carcinoma,2024,PMC11194614,38923758,https://www.ncbi.nlm.nih.gov/pubmed/38923758,
"Tang, J. Y., Yang, Z. Y., Qin, H. T., Huang, Y., Li, M. Q., Deng, Q., Li, L. and Li, X. L.",Egyptian Journal of Medical Human Genetics,Exploring potential therapeutic strategy for hepatocellular carcinoma and COVID-19 using bioinformatics analysis,2024,,WOS:001285965900001,<Go to ISI>://WOS:001285965900001,
"Tang, L., Zhang, H., Zhou, F., Wei, Q., Du, M., Wu, J., Li, C., Luo, W., Zhou, J., Wang, X., Chen, Z., Zhang, Y., Huang, Z., Wu, Z., Wen, Y., Jiang, H., Liao, D., Kou, H., Xiong, W., Mei, H. and Hu, Y.",Cancer Commun (Lond),Targeting autophagy overcomes cancer-intrinsic resistance to CAR-T immunotherapy in B-cell malignancies,2024,PMC10958674,38407943,https://www.ncbi.nlm.nih.gov/pubmed/38407943,
"Tang, S., Lu, Y., Sun, F., Qin, Y., Harypursat, V., Deng, R., Zhang, G., Chen, Y. and Wang, T.",J Infect,Transcriptomic crosstalk between viral and host factors drives aberrant homeostasis of T-cell proliferation and cell death in HIV-infected immunological non-responders,2024,,38582127,https://www.ncbi.nlm.nih.gov/pubmed/38582127,
"Tao, C. T., Liu, T., Zhao, Z. R., Dou, X. Q., Xia, X., Du, K. L., Zuo, X. F., Wang, Y. T., Wang, T. T. and Bu, Y. Q.",International Journal of Biological Sciences,Genome-wide binding analysis unveils critical implication of B-Myb-mediated transactivation in cancers,2024,,WOS:001309543000007,<Go to ISI>://WOS:001309543000007,
"Tao, J., Cui, J., Xu, Y., Fan, Y., Hong, G., Zhou, Q., Wang, G., Li, L., Han, Y., Xu, C., Wang, W., Cai, S. and Zhang, X.",Aging (Albany NY),MAEL in human cancers and implications in prognostication and predicting benefit from immunotherapy over VEGFR/mTOR inhibitors in clear cell renal cell carcinoma: a bioinformatic analysis,2024,PMC10911358,38301040,https://www.ncbi.nlm.nih.gov/pubmed/38301040,
"Tasoulas, J., Schrank, T. P., Bharambe, H., Mehta, J., Johnson, S., Divaris, K., Hackman, T. G., Sheth, S., Kirtane, K., Hernandez-Prera, J. C., Chung, C. H., Yarbrough, W. G., Ferrarotto, R., Issaeva, N., Theocharis, S. and Amelio, A. L.",Sci Rep,Molecular characterization of the salivary adenoid cystic carcinoma immune landscape by anatomic subsites,2024,PMC11233590,38982149,https://www.ncbi.nlm.nih.gov/pubmed/38982149,
"Teng, F., Sun, X., Ran, Y., Liu, C., Shi, H. and Tian, Y.",Comb Chem High Throughput Screen,Role of Radiation-related Lung Function Genes in Prognosis and Immune Infiltration of Lung Adenocarcinoma,2024,,38584564,https://www.ncbi.nlm.nih.gov/pubmed/38584564,
"Tetens, A. R., Martin, A. M., Arnold, A., Novak, O. V., Idrizi, A., Tryggvadottir, R., Craig-Schwartz, J., Liapodimitri, A., Lunsford, K., Barbato, M. I., Eberhart, C. G., Resnick, A. C., Raabe, E. H. and Koldobskiy, M. A.",Neurooncol Adv,DNA methylation landscapes in DIPG reveal methylome variability that can be modified pharmacologically,2024,PMC10926944,38468866,https://www.ncbi.nlm.nih.gov/pubmed/38468866,
